decay_fn,epsilon_min,epsilon_max,epsilon_decay,alpha,beta,delta,reward_discount,mem_size,batch_size,episodes,reward,action_space,qrtm_n_clauses,ta_states,T,s,wins,win_ratio,run_date,bin_length,incremental,weighted_clauses,binarizer
SEDF,0,0,0,0.4,0.3,0.3,0.99,10000,300,1000,-1,"[0, 2]",160,16,80,5,0,0.0,20211119_170705,16,True,False,U
SEDF,0,0,0,0.4,0.3,0.3,0.99,10000,300,1000,-1,"[0, 2]",160,16,80,5,0,0.0,20211119_201010,16,True,False,U
SEDF,0,0,0,0.4,0.3,0.3,0.99,10000,300,1000,-1,"[0, 2]",160,16,80,5,0,0.0,20211119_225653,16,True,False,U
SEDF,0,0,0,0.4,0.3,0.3,0.99,10000,300,1000,-1,"[0, 2]",160,16,80,5,0,0.0,20211120_014158,16,True,False,U
SEDF,0,0,0,0.4,0.3,0.3,0.99,10000,300,1000,-1,"[0, 2]",160,2,80,5,0,0.0,20211120_113324,16,True,False,U
SEDF,0,0,0,0.4,0.3,0.3,0.99,10000,300,1000,-1,"[0, 2]",160,2,80,5,0,0.0,20211120_141123,16,True,False,U
SEDF,0,0,0,0.4,0.3,0.3,0.99,10000,300,1000,-1,"[0, 2]",160,2,80,5,0,0.0,20211120_165012,16,True,False,U
SEDF,0,0,0,0.4,0.3,0.3,0.99,10000,300,1000,-1,"[0, 2]",160,2,80,5000,0,0.0,20211120_202052,16,True,False,U
SEDF,0,0,0,0.4,0.3,0.3,0.99,10000,300,1000,-1,"[0, 2]",160,2,80,5000,0,0.0,20211120_225916,16,True,False,U
